CODIGO;TITULO;TITULO_SEM_ACENTO_E_EM_CAIXA_ALTA
710215;Inspetor de terraplenagem;INSPETOR DE TERRAPLENAGEM
991110;Inspetor de via permanente (trilhos);INSPETOR DE VIA PERMANENTE (TRILHOS)
215135;Inspetor naval;INSPETOR NAVAL
523105;Instalador de cortinas e persianas, portas sanfonadas e boxe;INSTALADOR DE CORTINAS E PERSIANAS, PORTAS SANFONADAS E BOXE
715710;Instalador de isolantes acústicos;INSTALADOR DE ISOLANTES ACUSTICOS
715715;Instalador de isolantes térmicos (refrigeração e climatização);INSTALADOR DE ISOLANTES TERMICOS (REFRIGERACAO E CLIMATIZACAO)
715720;Instalador de isolantes térmicos de caldeira e tubulações;INSTALADOR DE ISOLANTES TERMICOS DE CALDEIRA E TUBULACOES
732120;Instalador de linhas elétricas de alta e baixa - tensão (rede aérea e subterrânea);INSTALADOR DE LINHAS ELETRICAS DE ALTA E BAIXA - TENSAO (REDE AEREA E SUBTERRANEA)
715725;Instalador de material isolante, a mão (edificações);INSTALADOR DE MATERIAL ISOLANTE, A MAO (EDIFICACOES)
715730;Instalador de material isolante, à máquina (edificações);INSTALADOR DE MATERIAL ISOLANTE, A MAQUINA (EDIFICACOES)
951305;Instalador de sistemas eletroeletrônicos de segurança;INSTALADOR DE SISTEMAS ELETROELETRONICOS DE SEGURANCA
732140;Instalador de sistemas fotovoltaicos;INSTALADOR DE SISTEMAS FOTOVOLTAICOS
523110;Instalador de som e acessórios de veículos;INSTALADOR DE SOM E ACESSORIOS DE VEICULOS
724115;Instalador de tubulações;INSTALADOR DE TUBULACOES
724120;Instalador de tubulações (aeronaves);INSTALADOR DE TUBULACOES (AERONAVES)
724125;Instalador de tubulações (embarcações);INSTALADOR DE TUBULACOES (EMBARCACOES)
724130;Instalador de tubulações de gás combustível (produção e distribuição);INSTALADOR DE TUBULACOES DE GAS COMBUSTIVEL (PRODUCAO E DISTRIBUICAO)
724135;Instalador de tubulações de vapor (produção e distribuição);INSTALADOR DE TUBULACOES DE VAPOR (PRODUCAO E DISTRIBUICAO)
732125;Instalador eletricista (tração de veículos);INSTALADOR ELETRICISTA (TRACAO DE VEICULOS)
731305;Instalador-reparador de equipamentos de comutação em telefonia;INSTALADOR-REPARADOR DE EQUIPAMENTOS DE COMUTACAO EM TELEFONIA
731310;Instalador-reparador de equipamentos de energia em telefonia;INSTALADOR-REPARADOR DE EQUIPAMENTOS DE ENERGIA EM TELEFONIA
731315;Instalador-reparador de equipamentos de transmissão em telefonia;INSTALADOR-REPARADOR DE EQUIPAMENTOS DE TRANSMISSAO EM TELEFONIA
731320;Instalador-reparador de linhas e aparelhos de telecomunicações;INSTALADOR-REPARADOR DE LINHAS E APARELHOS DE TELECOMUNICACOES
731325;Instalador-reparador de redes e cabos telefônicos;INSTALADOR-REPARADOR DE REDES E CABOS TELEFONICOS
732130;Instalador-reparador de redes telefônicas e de comunicação de dados;INSTALADOR-REPARADOR DE REDES TELEFONICAS E DE COMUNICACAO DE DADOS
322225;Instrumentador cirúrgico;INSTRUMENTADOR CIRURGICO
233205;Instrutor de aprendizagem e treinamento agropecuário;INSTRUTOR DE APRENDIZAGEM E TREINAMENTO AGROPECUARIO
233215;Instrutor de aprendizagem e treinamento comercial;INSTRUTOR DE APRENDIZAGEM E TREINAMENTO COMERCIAL
233210;Instrutor de aprendizagem e treinamento industrial;INSTRUTOR DE APRENDIZAGEM E TREINAMENTO INDUSTRIAL
333105;Instrutor de auto-escola;INSTRUTOR DE AUTO-ESCOLA
333110;Instrutor de cursos livres;INSTRUTOR DE CURSOS LIVRES
322140;Instrutor de pilates;INSTRUTOR DE PILATES
215315;Instrutor de vôo;INSTRUTOR DE VOO
261410;Intérprete;INTERPRETE
261425;Intérprete de língua de sinais;INTERPRETE DE LINGUA DE SINAIS
351810;Investigador de polícia;INVESTIGADOR DE POLICIA
622010;Jardineiro;JARDINEIRO
751010;Joalheiro;JOALHEIRO
751015;Joalheiro (reparações);JOALHEIRO (REPARACOES)
377130;Jóquei;JOQUEI
524210;Jornaleiro (em banca de jornal);JORNALEIRO (EM BANCA DE JORNAL)
261125;Jornalista;JORNALISTA
111340;Juiz auditor estadual - justiça militar;JUIZ AUDITOR ESTADUAL - JUSTICA MILITAR
111335;Juiz auditor federal - justiça militar;JUIZ AUDITOR FEDERAL - JUSTICA MILITAR
111325;Juiz de direito;JUIZ DE DIREITO
111345;Juiz do trabalho;JUIZ DO TRABALHO
111330;Juiz federal;JUIZ FEDERAL
415125;Kardexista;KARDEXISTA
766405;Laboratorista fotográfico;LABORATORISTA FOTOGRAFICO
841448;Lagareiro;LAGAREIRO
751120;Laminador de metais preciosos a  mão;LAMINADOR DE METAIS PRECIOSOS A  MAO
811745;Laminador de plástico;LAMINADOR DE PLASTICO
751020;Lapidador (jóias);LAPIDADOR (JOIAS)
752230;Lapidador de vidros e cristais;LAPIDADOR DE VIDROS E CRISTAIS
516305;Lavadeiro, em geral;LAVADEIRO, EM GERAL
516315;Lavador de artefatos de tapeçaria;LAVADOR DE ARTEFATOS DE TAPECARIA
519930;Lavador de garrafas, vidros e outros utensílios;LAVADOR DE GARRAFAS, VIDROS E OUTROS UTENSILIOS
761110;Lavador de lã;LAVADOR DE LA
992120;Lavador de peças;LAVADOR DE PECAS
516405;Lavador de roupas;LAVADOR DE ROUPAS
516310;Lavador de roupas  a maquina;LAVADOR DE ROUPAS  A MAQUINA
519935;Lavador de veículos;LAVADOR DE VEICULOS
354405;Leiloeiro;LEILOEIRO
519940;Leiturista;LEITURISTA
113010;Líder de comunidade caiçara;LIDER DE COMUNIDADE CAICARA
732135;Ligador de linhas telefônicas;LIGADOR DE LINHAS TELEFONICAS
516320;Limpador a seco, à máquina;LIMPADOR A SECO, A MAQUINA
514315;Limpador de fachadas;LIMPADOR DE FACHADAS
514330;Limpador de piscinas;LIMPADOR DE PISCINAS
516410;Limpador de roupas a seco, à mão;LIMPADOR DE ROUPAS A SECO, A MAO
514305;Limpador de vidros;LIMPADOR DE VIDROS
261415;Lingüista;LINGUISTA
768610;Linotipista;LINOTIPISTA
762315;Lixador de couros e peles;LIXADOR DE COUROS E PELES
421315;Localizador (cobrador);LOCALIZADOR (COBRADOR)
261715;Locutor de mídias audiovisuais;LOCUTOR DE MIDIAS AUDIOVISUAIS
919115;Lubrificador de embarcações;LUBRIFICADOR DE EMBARCACOES
919110;Lubrificador de veículos automotores (exceto embarcações);LUBRIFICADOR DE VEICULOS AUTOMOTORES (EXCETO EMBARCACOES)
919105;Lubrificador industrial;LUBRIFICADOR INDUSTRIAL
224110;Ludomotricista;LUDOMOTRICISTA
775115;Lustrador de peças de madeira;LUSTRADOR DE PECAS DE MADEIRA
716520;Lustrador de piso;LUSTRADOR DE PISO
915215;Luthier (restauração de cordas arcadas);LUTHIER (RESTAURACAO DE CORDAS ARCADAS)
722310;Macheiro, a  máquina;MACHEIRO, A  MAQUINA
722305;Macheiro, a mão;MACHEIRO, A MAO
516215;Mãe social;MAE SOCIAL
848520;Magarefe;MAGAREFE
376235;Mágico;MAGICO
510135;Maître;MAITRE
30110;Major bombeiro militar;MAJOR BOMBEIRO MILITAR
20115;Major da polícia militar;MAJOR DA POLICIA MILITAR
376240;Malabarista;MALABARISTA
841725;Malteiro (germinação);MALTEIRO (GERMINACAO)
516120;Manicure/pedicure;MANICURE/PEDICURE
783110;Manobrador;MANOBRADOR
848215;Manteigueiro na fabricação de laticínio;MANTEIGUEIRO NA FABRICACAO DE LATICINIO
991205;Mantenedor de equipamentos de parques de diversões e similares;MANTENEDOR DE EQUIPAMENTOS DE PARQUES DE DIVERSOES E SIMILARES
951310;Mantenedor de sistemas eletroeletrônicos de segurança;MANTENEDOR DE SISTEMAS ELETROELETRONICOS DE SEGURANCA
771115;Maquetista na marcenaria;MAQUETISTA NA MARCENARIA
516125;Maquiador;MAQUIADOR
516130;Maquiador de caracterização;MAQUIADOR DE CARACTERIZACAO
374210;Maquinista de cinema e vídeo;MAQUINISTA DE CINEMA E VIDEO
862110;Maquinista de embarcações;MAQUINISTA DE EMBARCACOES
374215;Maquinista de teatro e espetáculos;MAQUINISTA DE TEATRO E ESPETACULOS
782610;Maquinista de trem;MAQUINISTA DE TREM
782615;Maquinista de trem metropolitano;MAQUINISTA DE TREM METROPOLITANO
763315;Marcador de peças confeccionadas para bordar;MARCADOR DE PECAS CONFECCIONADAS PARA BORDAR
821415;Marcador de produtos (siderúrgico e metalúrgico);MARCADOR DE PRODUTOS (SIDERURGICO E METALURGICO)
771105;Marceneiro;MARCENEIRO
775120;Marcheteiro;MARCHETEIRO
782730;Marinheiro auxiliar de convés (marítimo e aquaviario);MARINHEIRO AUXILIAR DE CONVES (MARITIMO E AQUAVIARIO)
782735;Marinheiro auxiliar de máquinas (marítimo e aquaviário);MARINHEIRO AUXILIAR DE MAQUINAS (MARITIMO E AQUAVIARIO)
782705;Marinheiro de convés (marítimo e fluviário);MARINHEIRO DE CONVES (MARITIMO E FLUVIARIO)
782725;Marinheiro de esporte e recreio;MARINHEIRO DE ESPORTE E RECREIO
782710;Marinheiro de máquinas;MARINHEIRO DE MAQUINAS
716525;Marmorista (construção);MARMORISTA (CONSTRUCAO)
848315;Masseiro (massas alimentícias);MASSEIRO (MASSAS ALIMENTICIAS)
322120;Massoterapeuta;MASSOTERAPEUTA
211115;Matemático;MATEMATICO
211120;Matemático aplicado;MATEMATICO APLICADO
762320;Matizador de couros e peles;MATIZADOR DE COUROS E PELES
914105;Mecânico de manutenção de aeronaves, em geral;MECANICO DE MANUTENCAO DE AERONAVES, EM GERAL
913105;Mecânico de manutenção de aparelhos de levantamento;MECANICO DE MANUTENCAO DE APARELHOS DE LEVANTAMENTO
919305;Mecânico de manutenção de aparelhos esportivos e de ginástica;MECANICO DE MANUTENCAO DE APARELHOS ESPORTIVOS E DE GINASTICA
914405;Mecânico de manutenção de automóveis, motocicletas e veículos similares;MECANICO DE MANUTENCAO DE AUTOMOVEIS, MOTOCICLETAS E VEICULOS SIMILARES
919310;Mecânico de manutenção de bicicletas e veículos similares;MECANICO DE MANUTENCAO DE BICICLETAS E VEICULOS SIMILARES
911105;Mecânico de manutenção de bomba injetora (exceto de veículos automotores);MECANICO DE MANUTENCAO DE BOMBA INJETORA (EXCETO DE VEICULOS AUTOMOTORES)
911110;Mecânico de manutenção de bombas;MECANICO DE MANUTENCAO DE BOMBAS
911115;Mecânico de manutenção de compressores de ar;MECANICO DE MANUTENCAO DE COMPRESSORES DE AR
914410;Mecânico de manutenção de empilhadeiras e outros veículos de cargas leves;MECANICO DE MANUTENCAO DE EMPILHADEIRAS E OUTROS VEICULOS DE CARGAS LEVES
913110;Mecânico de manutenção de equipamento de mineração;MECANICO DE MANUTENCAO DE EQUIPAMENTO DE MINERACAO
954120;Mecânico de manutenção de instalações mecânicas de edifícios;MECANICO DE MANUTENCAO DE INSTALACOES MECANICAS DE EDIFICIOS
913115;Mecânico de manutenção de máquinas agrícolas;MECANICO DE MANUTENCAO DE MAQUINAS AGRICOLAS
919205;Mecânico de manutenção de máquinas cortadoras de grama, roçadeiras, motosserras e similares;MECANICO DE MANUTENCAO DE MAQUINAS CORTADORAS DE GRAMA, ROCADEIRAS, MOTOSSERRAS E SIMILARES
913120;Mecânico de manutenção de máquinas de construção e terraplenagem;MECANICO DE MANUTENCAO DE MAQUINAS DE CONSTRUCAO E TERRAPLENAGEM
911310;Mecânico de manutenção de máquinas gráficas;MECANICO DE MANUTENCAO DE MAQUINAS GRAFICAS
911315;Mecânico de manutenção de máquinas operatrizes (lavra de madeira);MECANICO DE MANUTENCAO DE MAQUINAS OPERATRIZES (LAVRA DE MADEIRA)
911320;Mecânico de manutenção de máquinas têxteis;MECANICO DE MANUTENCAO DE MAQUINAS TEXTEIS
911305;Mecânico de manutenção de máquinas, em geral;MECANICO DE MANUTENCAO DE MAQUINAS, EM GERAL
911325;Mecânico de manutenção de máquinas-ferramentas (usinagem de metais);MECANICO DE MANUTENCAO DE MAQUINAS-FERRAMENTAS (USINAGEM DE METAIS)
914415;Mecânico de manutenção de motocicletas;MECANICO DE MANUTENCAO DE MOTOCICLETAS
911120;Mecânico de manutenção de motores diesel (exceto de veículos automotores);MECANICO DE MANUTENCAO DE MOTORES DIESEL (EXCETO DE VEICULOS AUTOMOTORES)
914205;Mecânico de manutenção de motores e equipamentos navais;MECANICO DE MANUTENCAO DE MOTORES E EQUIPAMENTOS NAVAIS
911125;Mecânico de manutenção de redutores;MECANICO DE MANUTENCAO DE REDUTORES
914110;Mecânico de manutenção de sistema hidráulico de aeronaves (serviços de pista e hangar);MECANICO DE MANUTENCAO DE SISTEMA HIDRAULICO DE AERONAVES (SERVICOS DE PISTA E HANGAR)
914420;Mecânico de manutenção de tratores;MECANICO DE MANUTENCAO DE TRATORES
911130;Mecânico de manutenção de turbinas (exceto de aeronaves);MECANICO DE MANUTENCAO DE TURBINAS (EXCETO DE AERONAVES)
911135;Mecânico de manutenção de turbocompressores;MECANICO DE MANUTENCAO DE TURBOCOMPRESSORES
914305;Mecânico de manutenção de veículos ferroviários;MECANICO DE MANUTENCAO DE VEICULOS FERROVIARIOS
911205;Mecânico de manutenção e instalação de aparelhos de climatização e  refrigeração;MECANICO DE MANUTENCAO E INSTALACAO DE APARELHOS DE CLIMATIZACAO E  REFRIGERACAO
725705;Mecânico de refrigeração;MECANICO DE REFRIGERACAO
914425;Mecânico de veículos automotores a diesel (exceto tratores);MECANICO DE VEICULOS AUTOMOTORES A DIESEL (EXCETO TRATORES)
341115;Mecânico de vôo;MECANICO DE VOO
725405;Mecânico montador de motores de aeronaves;MECANICO MONTADOR DE MOTORES DE AERONAVES
725410;Mecânico montador de motores de embarcações;MECANICO MONTADOR DE MOTORES DE EMBARCACOES
725415;Mecânico montador de motores de explosão e diesel;MECANICO MONTADOR DE MOTORES DE EXPLOSAO E DIESEL
725420;Mecânico montador de turboalimentadores;MECANICO MONTADOR DE TURBOALIMENTADORES
351435;Mediador de conflitos;MEDIADOR DE CONFLITOS
225105;Médico acupunturista;MEDICO ACUPUNTURISTA
225110;Médico alergista e imunologista;MEDICO ALERGISTA E IMUNOLOGISTA
225148;Médico anatomopatologista;MEDICO ANATOMOPATOLOGISTA
225151;Médico anestesiologista;MEDICO ANESTESIOLOGISTA
225115;Médico angiologista;MEDICO ANGIOLOGISTA
225154;Médico antroposófico;MEDICO ANTROPOSOFICO
225290;Médico cancerologista cirurgíco;MEDICO CANCEROLOGISTA CIRURGICO
225122;Médico cancerologista pediátrico;MEDICO CANCEROLOGISTA PEDIATRICO
225120;Médico cardiologista;MEDICO CARDIOLOGISTA
225210;Médico cirurgião cardiovascular;MEDICO CIRURGIAO CARDIOVASCULAR
225295;Médico cirurgião da mão;MEDICO CIRURGIAO DA MAO
225215;Médico cirurgião de cabeça e pescoço;MEDICO CIRURGIAO DE CABECA E PESCOCO
225220;Médico cirurgião do aparelho digestivo;MEDICO CIRURGIAO DO APARELHO DIGESTIVO
225225;Médico cirurgião geral;MEDICO CIRURGIAO GERAL
225230;Médico cirurgião pediátrico;MEDICO CIRURGIAO PEDIATRICO
225235;Médico cirurgião plástico;MEDICO CIRURGIAO PLASTICO
225240;Médico cirurgião torácico;MEDICO CIRURGIAO TORACICO
225305;Médico citopatologista;MEDICO CITOPATOLOGISTA
225125;Médico clínico;MEDICO CLINICO
225280;Médico coloproctologista;MEDICO COLOPROCTOLOGISTA
225142;Médico da estratégia de saúde da família;MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA
225130;Médico de família e comunidade;MEDICO DE FAMILIA E COMUNIDADE
225135;Médico dermatologista;MEDICO DERMATOLOGISTA
225140;Médico do trabalho;MEDICO DO TRABALHO
225203;Médico em cirurgia vascular;MEDICO EM CIRURGIA VASCULAR
225310;Médico em endoscopia;MEDICO EM ENDOSCOPIA
225145;Médico em medicina de tráfego;MEDICO EM MEDICINA DE TRAFEGO
225150;Médico em medicina intensiva;MEDICO EM MEDICINA INTENSIVA
225315;Médico em medicina nuclear;MEDICO EM MEDICINA NUCLEAR
225320;Médico em radiologia e diagnóstico por imagem;MEDICO EM RADIOLOGIA E DIAGNOSTICO POR IMAGEM
225155;Médico endocrinologista e metabologista;MEDICO ENDOCRINOLOGISTA E METABOLOGISTA
225160;Médico fisiatra;MEDICO FISIATRA
225165;Médico gastroenterologista;MEDICO GASTROENTEROLOGISTA
225170;Médico generalista;MEDICO GENERALISTA
225175;Médico geneticista;MEDICO GENETICISTA
225180;Médico geriatra;MEDICO GERIATRA
225250;Médico ginecologista e obstetra;MEDICO GINECOLOGISTA E OBSTETRA
225185;Médico hematologista;MEDICO HEMATOLOGISTA
225340;Médico hemoterapeuta;MEDICO HEMOTERAPEUTA
225345;Médico hiperbarista;MEDICO HIPERBARISTA
225195;Médico homeopata;MEDICO HOMEOPATA
225103;Médico infectologista;MEDICO INFECTOLOGISTA
225106;Médico legista;MEDICO LEGISTA
225255;Médico mastologista;MEDICO MASTOLOGISTA
225109;Médico nefrologista;MEDICO NEFROLOGISTA
225260;Médico neurocirurgião;MEDICO NEUROCIRURGIAO
225350;Médico neurofisiologista clínico;MEDICO NEUROFISIOLOGISTA CLINICO
225112;Médico neurologista;MEDICO NEUROLOGISTA
225118;Médico nutrologista;MEDICO NUTROLOGISTA
225265;Médico oftalmologista;MEDICO OFTALMOLOGISTA
225121;Médico oncologista clínico;MEDICO ONCOLOGISTA CLINICO
225270;Médico ortopedista e traumatologista;MEDICO ORTOPEDISTA E TRAUMATOLOGISTA
225275;Médico otorrinolaringologista;MEDICO OTORRINOLARINGOLOGISTA
225325;Médico patologista;MEDICO PATOLOGISTA
225335;Médico patologista clínico / medicina laboratorial;MEDICO PATOLOGISTA CLINICO / MEDICINA LABORATORIAL
225124;Médico pediatra;MEDICO PEDIATRA
225127;Médico pneumologista;MEDICO PNEUMOLOGISTA
225133;Médico psiquiatra;MEDICO PSIQUIATRA
225355;Médico radiologista intervencionista;MEDICO RADIOLOGISTA INTERVENCIONISTA
225330;Médico radioterapeuta;MEDICO RADIOTERAPEUTA
225136;Médico reumatologista;MEDICO REUMATOLOGISTA
225139;Médico sanitarista;MEDICO SANITARISTA
225285;Médico urologista;MEDICO UROLOGISTA
223305;Médico veterinário;MEDICO VETERINARIO
113015;Membro de liderança quilombola;MEMBRO DE LIDERANCA QUILOMBOLA
111225;Membro superior do poder executivo;MEMBRO SUPERIOR DO PODER EXECUTIVO
781705;Mergulhador profissional (raso e profundo);MERGULHADOR PROFISSIONAL (RASO E PROFUNDO)
720105;Mestre (afiador de ferramentas);MESTRE (AFIADOR DE FERRAMENTAS)
710205;Mestre (construção civil);MESTRE (CONSTRUCAO CIVIL)
720205;Mestre (construção naval);MESTRE (CONSTRUCAO NAVAL)
720210;Mestre (indústria de automotores e material de transportes);MESTRE (INDUSTRIA DE AUTOMOTORES E MATERIAL DE TRANSPORTES)
810205;Mestre (indústria de borracha e plástico);MESTRE (INDUSTRIA DE BORRACHA E PLASTICO)
830105;Mestre (indústria de celulose, papel e papelão);MESTRE (INDUSTRIA DE CELULOSE, PAPEL E PAPELAO)
770105;Mestre (indústria de madeira e mobiliário);MESTRE (INDUSTRIA DE MADEIRA E MOBILIARIO)
720215;Mestre (indústria de máquinas e outros equipamentos mecânicos);MESTRE (INDUSTRIA DE MAQUINAS E OUTROS EQUIPAMENTOS MECANICOS)
810105;Mestre (indústria petroquímica e carboquímica);MESTRE (INDUSTRIA PETROQUIMICA E CARBOQUIMICA)
760125;Mestre (indústria têxtil e de confecções);MESTRE (INDUSTRIA TEXTIL E DE CONFECCOES)
770110;Mestre carpinteiro;MESTRE CARPINTEIRO
820110;Mestre de aciaria;MESTRE DE ACIARIA
820115;Mestre de alto-forno;MESTRE DE ALTO-FORNO
341210;Mestre de cabotagem;MESTRE DE CABOTAGEM
720110;Mestre de caldeiraria;MESTRE DE CALDEIRARIA
376330;Mestre de cerimonias;MESTRE DE CERIMONIAS
720220;Mestre de construção de fornos;MESTRE DE CONSTRUCAO DE FORNOS
720115;Mestre de ferramentaria;MESTRE DE FERRAMENTARIA
720120;Mestre de forjaria;MESTRE DE FORJARIA
820120;Mestre de forno elétrico;MESTRE DE FORNO ELETRICO
720125;Mestre de fundição;MESTRE DE FUNDICAO
720130;Mestre de galvanoplastia;MESTRE DE GALVANOPLASTIA
820125;Mestre de laminação;MESTRE DE LAMINACAO
710210;Mestre de linhas (ferrovias);MESTRE DE LINHAS (FERROVIAS)
720135;Mestre de pintura (tratamento de superfícies);MESTRE DE PINTURA (TRATAMENTO DE SUPERFICIES)
810305;Mestre de produção farmacêutica;MESTRE DE PRODUCAO FARMACEUTICA
810110;Mestre de produção química;MESTRE DE PRODUCAO QUIMICA
820105;Mestre de siderurgia;MESTRE DE SIDERURGIA
720140;Mestre de soldagem;MESTRE DE SOLDAGEM
720145;Mestre de trefilação de metais;MESTRE DE TREFILACAO DE METAIS
720150;Mestre de usinagem;MESTRE DE USINAGEM
341215;Mestre fluvial;MESTRE FLUVIAL
720155;Mestre serralheiro;MESTRE SERRALHEIRO
723225;Metalizador (banho quente);METALIZADOR (BANHO QUENTE)
723220;Metalizador a pistola;METALIZADOR A PISTOLA
213315;Meteorologista;METEOROLOGISTA
352305;Metrologista;METROLOGISTA
374140;Microfonista;MICROFONISTA
516910;Micropigmentador;MICROPIGMENTADOR
711130;Mineiro;MINEIRO
613415;Minhocultor;MINHOCULTOR
263105;Ministro de culto religioso;MINISTRO DE CULTO RELIGIOSO
111215;Ministro de estado;MINISTRO DE ESTADO
111320;Ministro do  superior tribunal do trabalho;MINISTRO DO  SUPERIOR TRIBUNAL DO TRABALHO
111315;Ministro do  superior tribunal militar;MINISTRO DO  SUPERIOR TRIBUNAL MILITAR
111310;Ministro do superior tribunal de justiça;MINISTRO DO SUPERIOR TRIBUNAL DE JUSTICA
111305;Ministro do supremo tribunal federal;MINISTRO DO SUPREMO TRIBUNAL FEDERAL
263110;Missionário;MISSIONARIO
841605;Misturador de café;MISTURADOR DE CAFE
841630;Misturador de chá ou mate;MISTURADOR DE CHA OU MATE
782715;Moço de convés (marítimo e fluviário);MOCO DE CONVES (MARITIMO E FLUVIARIO)
782720;Moço de máquinas (marítimo e fluviário);MOCO DE MAQUINAS (MARITIMO E FLUVIARIO)
771110;Modelador de madeira;MODELADOR DE MADEIRA
721115;Modelador de metais (fundição);MODELADOR DE METAIS (FUNDICAO)
318815;Modelista de calçados;MODELISTA DE CALCADOS
318810;Modelista de roupas;MODELISTA DE ROUPAS
376405;Modelo artístico;MODELO ARTISTICO
376410;Modelo de modas;MODELO DE MODAS
376415;Modelo publicitário;MODELO PUBLICITARIO
841615;Moedor de café;MOEDOR DE CAFE
841205;Moedor de sal;MOEDOR DE SAL
752110;Moldador (vidros);MOLDADOR (VIDROS)
823230;Moldador de abrasivos na fabricação de cerâmica, vidro e porcelana;MOLDADOR DE ABRASIVOS NA FABRICACAO DE CERAMICA, VIDRO E PORCELANA
811750;Moldador de borracha por compressão;MOLDADOR DE BORRACHA POR COMPRESSAO
715310;Moldador de corpos de prova em usinas de concreto;MOLDADOR DE CORPOS DE PROVA EM USINAS DE CONCRETO
811760;Moldador de plástico por compressão;MOLDADOR DE PLASTICO POR COMPRESSAO
811770;Moldador de plástico por injeção;MOLDADOR DE PLASTICO POR INJECAO
