CODIGO;TITULO;TITULO_SEM_ACENTO_E_EM_CAIXA_ALTA
731205;Montador de equipamentos eletrônicos (estação de rádio, tv e equipamentos de radar);MONTADOR DE EQUIPAMENTOS ELETRONICOS (ESTACAO DE RADIO, TV E EQUIPAMENTOS DE RADAR)
731140;Montador de equipamentos eletrônicos (instalações de sinalização);MONTADOR DE EQUIPAMENTOS ELETRONICOS (INSTALACOES DE SINALIZACAO)
731145;Montador de equipamentos eletrônicos (máquinas industriais);MONTADOR DE EQUIPAMENTOS ELETRONICOS (MAQUINAS INDUSTRIAIS)
725605;Montador de estruturas de aeronaves;MONTADOR DE ESTRUTURAS DE AERONAVES
724205;Montador de estruturas metálicas;MONTADOR DE ESTRUTURAS METALICAS
724210;Montador de estruturas metálicas de embarcações;MONTADOR DE ESTRUTURAS METALICAS DE EMBARCACOES
374420;Montador de filmes;MONTADOR DE FILMES
766125;Montador de fotolito (analógico e digital);MONTADOR DE FOTOLITO (ANALOGICO E DIGITAL)
741110;Montador de instrumentos de óptica;MONTADOR DE INSTRUMENTOS DE OPTICA
741115;Montador de instrumentos de precisão;MONTADOR DE INSTRUMENTOS DE PRECISAO
725205;Montador de máquinas;MONTADOR DE MAQUINAS
725310;Montador de máquinas agrícolas;MONTADOR DE MAQUINAS AGRICOLAS
725315;Montador de máquinas de minas e pedreiras;MONTADOR DE MAQUINAS DE MINAS E PEDREIRAS
725320;Montador de máquinas de terraplenagem;MONTADOR DE MAQUINAS DE TERRAPLENAGEM
725210;Montador de máquinas gráficas;MONTADOR DE MAQUINAS GRAFICAS
725215;Montador de máquinas operatrizes para madeira;MONTADOR DE MAQUINAS OPERATRIZES PARA MADEIRA
725220;Montador de máquinas têxteis;MONTADOR DE MAQUINAS TEXTEIS
725105;Montador de máquinas, motores e acessórios (montagem em série);MONTADOR DE MAQUINAS, MOTORES E ACESSORIOS (MONTAGEM EM SERIE)
725225;Montador de máquinas-ferramentas (usinagem de metais);MONTADOR DE MAQUINAS-FERRAMENTAS (USINAGEM DE METAIS)
774105;Montador de móveis e artefatos de madeira;MONTADOR DE MOVEIS E ARTEFATOS DE MADEIRA
725610;Montador de sistemas de combustível de aeronaves;MONTADOR DE SISTEMAS DE COMBUSTIVEL DE AERONAVES
725505;Montador de veículos (linha de montagem);MONTADOR DE VEICULOS (LINHA DE MONTAGEM)
991310;Montador de veículos (reparação);MONTADOR DE VEICULOS (REPARACAO)
513110;Mordomo de hotelaria;MORDOMO DE HOTELARIA
513105;Mordomo de residência;MORDOMO DE RESIDENCIA
716530;Mosaísta;MOSAISTA
519110;Motofretista;MOTOFRETISTA
782510;Motorista de caminhão (rotas regionais e internacionais);MOTORISTA DE CAMINHAO (ROTAS REGIONAIS E INTERNACIONAIS)
782305;Motorista de carro de passeio;MOTORISTA DE CARRO DE PASSEIO
782310;Motorista de furgão ou veículo similar;MOTORISTA DE FURGAO OU VEICULO SIMILAR
782405;Motorista de ônibus rodoviário;MOTORISTA DE ONIBUS RODOVIARIO
782410;Motorista de ônibus urbano;MOTORISTA DE ONIBUS URBANO
782315;Motorista de táxi;MOTORISTA DE TAXI
782415;Motorista de trólebus;MOTORISTA DE TROLEBUS
782515;Motorista operacional de guincho;MOTORISTA OPERACIONAL DE GUINCHO
782620;Motorneiro;MOTORNEIRO
519115;Mototaxista;MOTOTAXISTA
261310;Museólogo;MUSEOLOGO
262610;Músico arranjador;MUSICO ARRANJADOR
262705;Músico intérprete cantor;MUSICO INTERPRETE CANTOR
262710;Músico intérprete instrumentista;MUSICO INTERPRETE INSTRUMENTISTA
262615;Músico regente;MUSICO REGENTE
262620;Musicólogo;MUSICOLOGO
226305;Musicoterapeuta;MUSICOTERAPEUTA
226320;Naturólogo;NATUROLOGO
251545;Neuropsicólogo;NEUROPSICOLOGO
239440;Neuropsicopedagogo clinico;NEUROPSICOPEDAGOGO CLINICO
239445;Neuropsicopedagogo institucional;NEUROPSICOPEDAGOGO INSTITUCIONAL
723110;Normalizador de metais e de compósitos;NORMALIZADOR DE METAIS E DE COMPOSITOS
516710;Numerólogo;NUMEROLOGO
223710;Nutricionista;NUTRICIONISTA
223575;Obstetriz;OBSTETRIZ
213440;Oceanógrafo;OCEANOGRAFO
10205;Oficial da aeronáutica;OFICIAL DA AERONAUTICA
10215;Oficial da marinha;OFICIAL DA MARINHA
242905;Oficial de inteligência;OFICIAL DE INTELIGENCIA
351425;Oficial de justiça;OFICIAL DE JUSTICA
142135;Oficial de proteção de dados pessoais (dpo);OFICIAL DE PROTECAO DE DADOS PESSOAIS (DPO)
215140;Oficial de quarto de navegação da marinha mercante;OFICIAL DE QUARTO DE NAVEGACAO DA MARINHA MERCANTE
241305;Oficial de registro de contratos marítimos;OFICIAL DE REGISTRO DE CONTRATOS MARITIMOS
10210;Oficial do exército;OFICIAL DO EXERCITO
241310;Oficial do registro civil de pessoas jurídicas;OFICIAL DO REGISTRO CIVIL DE PESSOAS JURIDICAS
241315;Oficial do registro civil de pessoas naturais;OFICIAL DO REGISTRO CIVIL DE PESSOAS NATURAIS
241320;Oficial do registro de distribuições;OFICIAL DO REGISTRO DE DISTRIBUICOES
241325;Oficial do registro de imóveis;OFICIAL DO REGISTRO DE IMOVEIS
241330;Oficial do registro de títulos e documentos;OFICIAL DO REGISTRO DE TITULOS E DOCUMENTOS
10105;Oficial general da aeronáutica;OFICIAL GENERAL DA AERONAUTICA
10115;Oficial general da marinha;OFICIAL GENERAL DA MARINHA
10110;Oficial general do exército;OFICIAL GENERAL DO EXERCITO
215205;Oficial superior de máquinas da marinha mercante;OFICIAL SUPERIOR DE MAQUINAS DA MARINHA MERCANTE
242910;Oficial técnico de inteligência;OFICIAL TECNICO DE INTELIGENCIA
828105;Oleiro (fabricação de telhas);OLEIRO (FABRICACAO DE TELHAS)
828110;Oleiro (fabricação de tijolos);OLEIRO (FABRICACAO DE TIJOLOS)
862160;Operador de abastecimento de combustível de aeronave;OPERADOR DE ABASTECIMENTO DE COMBUSTIVEL DE AERONAVE
761205;Operador de abertura (fiação);OPERADOR DE ABERTURA (FIACAO)
766315;Operador de acabamento (indústria gráfica);OPERADOR DE ACABAMENTO (INDUSTRIA GRAFICA)
722215;Operador de acabamento de peças fundidas;OPERADOR DE ACABAMENTO DE PECAS FUNDIDAS
821230;Operador de aciaria (basculamento de convertedor);OPERADOR DE ACIARIA (BASCULAMENTO DE CONVERTEDOR)
821235;Operador de aciaria (dessulfuração de gusa);OPERADOR DE ACIARIA (DESSULFURACAO DE GUSA)
821240;Operador de aciaria (recebimento de gusa);OPERADOR DE ACIARIA (RECEBIMENTO DE GUSA)
781310;Operador de aeronaves não tripuladas;OPERADOR DE AERONAVES NAO TRIPULADAS
811415;Operador de alambique de funcionamento contínuo (produtos químicos, exceto petróleo);OPERADOR DE ALAMBIQUE DE FUNCIONAMENTO CONTINUO (PRODUTOS QUIMICOS, EXCETO PETROLEO)
712110;Operador de aparelho de flotação;OPERADOR DE APARELHO DE FLOTACAO
712115;Operador de aparelho de precipitação (minas de ouro ou prata);OPERADOR DE APARELHO DE PRECIPITACAO (MINAS DE OURO OU PRATA)
811420;Operador de aparelho de reação e conversão (produtos químicos, exceto petróleo);OPERADOR DE APARELHO DE REACAO E CONVERSAO (PRODUTOS QUIMICOS, EXCETO PETROLEO)
821245;Operador de área de corrida;OPERADOR DE AREA DE CORRIDA
342535;Operador de atendimento aeroviário;OPERADOR DE ATENDIMENTO AEROVIARIO
823135;Operador de atomizador;OPERADOR DE ATOMIZADOR
823235;Operador de banho metálico de vidro por flutuação;OPERADOR DE BANHO METALICO DE VIDRO POR FLUTUACAO
715105;Operador de bate-estacas;OPERADOR DE BATE-ESTACAS
862115;Operador de bateria de gás de hulha;OPERADOR DE BATERIA DE GAS DE HULHA
715405;Operador de betoneira;OPERADOR DE BETONEIRA
761210;Operador de binadeira;OPERADOR DE BINADEIRA
761215;Operador de bobinadeira;OPERADOR DE BOBINADEIRA
821420;Operador de bobinadeira de tiras a quente, no acabamento de chapas e metais;OPERADOR DE BOBINADEIRA DE TIRAS A QUENTE, NO ACABAMENTO DE CHAPAS E METAIS
715410;Operador de bomba de concreto;OPERADOR DE BOMBA DE CONCRETO
831110;Operador de branqueador de pasta para fabricação de papel;OPERADOR DE BRANQUEADOR DE PASTA PARA FABRICACAO DE PAPEL
811115;Operador de britadeira (tratamentos químicos e afins);OPERADOR DE BRITADEIRA (TRATAMENTOS QUIMICOS E AFINS)
811605;Operador de britador de coque;OPERADOR DE BRITADOR DE COQUE
712120;Operador de britador de mandíbulas;OPERADOR DE BRITADOR DE MANDIBULAS
821425;Operador de cabine de laminação (fio-máquina);OPERADOR DE CABINE DE LAMINACAO (FIO-MAQUINA)
421125;Operador de caixa;OPERADOR DE CAIXA
813110;Operador de calandra (química, petroquímica e afins);OPERADOR DE CALANDRA (QUIMICA, PETROQUIMICA E AFINS)
761415;Operador de calandras (tecidos);OPERADOR DE CALANDRAS (TECIDOS)
811205;Operador de calcinação (tratamento químico e afins);OPERADOR DE CALCINACAO (TRATAMENTO QUIMICO E AFINS)
862120;Operador de caldeira;OPERADOR DE CALDEIRA
841456;Operador de câmaras frias;OPERADOR DE CAMARAS FRIAS
372115;Operador de câmera de televisão;OPERADOR DE CAMERA DE TELEVISAO
711205;Operador de caminhão (minas e pedreiras);OPERADOR DE CAMINHAO (MINAS E PEDREIRAS)
761220;Operador de cardas;OPERADOR DE CARDAS
711210;Operador de carregadeira;OPERADOR DE CARREGADEIRA
811610;Operador de carro de apagamento e coque;OPERADOR DE CARRO DE APAGAMENTO E COQUE
992215;Operador de ceifadeira na conservação de vias permanentes;OPERADOR DE CEIFADEIRA NA CONSERVACAO DE VIAS PERMANENTES
715415;Operador de central de concreto;OPERADOR DE CENTRAL DE CONCRETO
861105;Operador de central hidrelétrica;OPERADOR DE CENTRAL HIDRELETRICA
861115;Operador de central termoelétrica;OPERADOR DE CENTRAL TERMOELETRICA
811305;Operador de centrifugadora (tratamentos químicos e afins);OPERADOR DE CENTRIFUGADORA (TRATAMENTOS QUIMICOS E AFINS)
821105;Operador de centro de controle ( sinterização);OPERADOR DE CENTRO DE CONTROLE ( SINTERIZACAO)
342410;Operador de centro de controle (ferrovia e metrô);OPERADOR DE CENTRO DE CONTROLE (FERROVIA E METRO)
721405;Operador de centro de usinagem com comando numérico;OPERADOR DE CENTRO DE USINAGEM COM COMANDO NUMERICO
773505;Operador de centro de usinagem de madeira (cnc);OPERADOR DE CENTRO DE USINAGEM DE MADEIRA (CNC)
761420;Operador de chamuscadeira de tecidos;OPERADOR DE CHAMUSCADEIRA DE TECIDOS
413230;Operador de cobrança bancária;OPERADOR DE COBRANCA BANCARIA
642005;Operador de colhedor florestal;OPERADOR DE COLHEDOR FLORESTAL
641005;Operador de colheitadeira;OPERADOR DE COLHEITADEIRA
715110;Operador de compactadora de solos;OPERADOR DE COMPACTADORA DE SOLOS
862130;Operador de compressor de ar;OPERADOR DE COMPRESSOR DE AR
317205;Operador de computador;OPERADOR DE COMPUTADOR
811120;Operador de concentração;OPERADOR DE CONCENTRACAO
761225;Operador de conicaleira;OPERADOR DE CONICALEIRA
373135;Operador de controle mestre;OPERADOR DE CONTROLE MESTRE
832110;Operador de cortadeira de papel;OPERADOR DE CORTADEIRA DE PAPEL
841305;Operador de cristalização na refinação de açucar;OPERADOR DE CRISTALIZACAO NA REFINACAO DE ACUCAR
773305;Operador de desempenadeira na usinagem convencional de madeira;OPERADOR DE DESEMPENADEIRA NA USINAGEM CONVENCIONAL DE MADEIRA
821250;Operador de desgaseificação;OPERADOR DE DESGASEIFICACAO
811615;Operador de destilação e subprodutos de coque;OPERADOR DE DESTILACAO E SUBPRODUTOS DE COQUE
831115;Operador de digestor de pasta para fabricação de papel;OPERADOR DE DIGESTOR DE PASTA PARA FABRICACAO DE PAPEL
782210;Operador de docagem;OPERADOR DE DOCAGEM
782105;Operador de draga;OPERADOR DE DRAGA
782220;Operador de empilhadeira;OPERADOR DE EMPILHADEIRA
811620;Operador de enfornamento e desenfornamento de coque;OPERADOR DE ENFORNAMENTO E DESENFORNAMENTO DE COQUE
761348;Operador de engomadeira de urdume;OPERADOR DE ENGOMADEIRA DE URDUME
773310;Operador de entalhadeira (usinagem de madeira);OPERADOR DE ENTALHADEIRA (USINAGEM DE MADEIRA)
811425;Operador de equipamento de destilação de álcool;OPERADOR DE EQUIPAMENTO DE DESTILACAO DE ALCOOL
723305;Operador de equipamento de secagem de pintura;OPERADOR DE EQUIPAMENTO DE SECAGEM DE PINTURA
723115;Operador de equipamento para resfriamento;OPERADOR DE EQUIPAMENTO PARA RESFRIAMENTO
722325;Operador de equipamentos de preparação de areia;OPERADOR DE EQUIPAMENTOS DE PREPARACAO DE AREIA
841310;Operador de equipamentos de refinação de açúcar (processo contínuo);OPERADOR DE EQUIPAMENTOS DE REFINACAO DE ACUCAR (PROCESSO CONTINUO)
715115;Operador de escavadeira;OPERADOR DE ESCAVADEIRA
821430;Operador de escória e sucata;OPERADOR DE ESCORIA E SUCATA
752420;Operador de esmaltadeira;OPERADOR DE ESMALTADEIRA
752425;Operador de espelhamento;OPERADOR DE ESPELHAMENTO
712125;Operador de espessador;OPERADOR DE ESPESSADOR
761351;Operador de espuladeira;OPERADOR DE ESPULADEIRA
862140;Operador de estação de bombeamento;OPERADOR DE ESTACAO DE BOMBEAMENTO
862205;Operador de estação de captação, tratamento e distribuição de água;OPERADOR DE ESTACAO DE CAPTACAO, TRATAMENTO E DISTRIBUICAO DE AGUA
862305;Operador de estação de tratamento de água e efluentes;OPERADOR DE ESTACAO DE TRATAMENTO DE AGUA E EFLUENTES
811430;Operador de evaporador na destilação;OPERADOR DE EVAPORADOR NA DESTILACAO
811625;Operador de exaustor (coqueria);OPERADOR DE EXAUSTOR (COQUERIA)
811310;Operador de exploração de petróleo;OPERADOR DE EXPLORACAO DE PETROLEO
841620;Operador de extração de café solúvel;OPERADOR DE EXTRACAO DE CAFE SOLUVEL
813115;Operador de extrusora (química, petroquímica e afins);OPERADOR DE EXTRUSORA (QUIMICA, PETROQUIMICA E AFINS)
761230;Operador de filatório;OPERADOR DE FILATORIO
811315;Operador de filtro de secagem (mineração);OPERADOR DE FILTRO DE SECAGEM (MINERACAO)
811320;Operador de filtro de tambor rotativo (tratamentos químicos e afins);OPERADOR DE FILTRO DE TAMBOR ROTATIVO (TRATAMENTOS QUIMICOS E AFINS)
811325;Operador de filtro-esteira (mineração);OPERADOR DE FILTRO-ESTEIRA (MINERACAO)
811330;Operador de filtro-prensa (tratamentos químicos e afins);OPERADOR DE FILTRO-PRENSA (TRATAMENTOS QUIMICOS E AFINS)
811335;Operador de filtros de parafina (tratamentos químicos e afins);OPERADOR DE FILTROS DE PARAFINA (TRATAMENTOS QUIMICOS E AFINS)
841805;Operador de forno (fabricação de pães, biscoitos e similares);OPERADOR DE FORNO (FABRICACAO DE PAES, BISCOITOS E SIMILARES)
516605;Operador de forno (serviços funerários);OPERADOR DE FORNO (SERVICOS FUNERARIOS)
862310;Operador de forno de incineração no tratamento de água, efluentes e resíduos industriais;OPERADOR DE FORNO DE INCINERACAO NO TRATAMENTO DE AGUA, EFLUENTES E RESIDUOS INDUSTRIAIS
723120;Operador de forno de tratamento térmico de metais;OPERADOR DE FORNO DE TRATAMENTO TERMICO DE METAIS
773315;Operador de fresadora (usinagem de madeira);OPERADOR DE FRESADORA (USINAGEM DE MADEIRA)
721410;Operador de fresadora com comando numérico;OPERADOR DE FRESADORA COM COMANDO NUMERICO
766320;Operador de guilhotina (corte de papel);OPERADOR DE GUILHOTINA (CORTE DE PAPEL)
782110;Operador de guindaste (fixo);OPERADOR DE GUINDASTE (FIXO)
782115;Operador de guindaste móvel;OPERADOR DE GUINDASTE MOVEL
761425;Operador de impermeabilizador de tecidos;OPERADOR DE IMPERMEABILIZADOR DE TECIDOS
623315;Operador de incubadora;OPERADOR DE INCUBADORA
391215;Operador de inspeção de qualidade;OPERADOR DE INSPECAO DE QUALIDADE
862515;Operador de instalação de ar-condicionado;OPERADOR DE INSTALACAO DE AR-CONDICIONADO
862405;Operador de instalação de extração, processamento, envasamento e distribuição de gases;OPERADOR DE INSTALACAO DE EXTRACAO, PROCESSAMENTO, ENVASAMENTO E DISTRIBUICAO DE GASES
862505;Operador de instalação de refrigeração;OPERADOR DE INSTALACAO DE REFRIGERACAO
821435;Operador de jato abrasivo;OPERADOR DE JATO ABRASIVO
712130;Operador de jig (minas);OPERADOR DE JIG (MINAS)
724605;Operador de laços de cabos de aço;OPERADOR DE LACOS DE CABOS DE ACO
761235;Operador de laminadeira e reunideira;OPERADOR DE LAMINADEIRA E REUNIDEIRA
821305;Operador de laminador;OPERADOR DE LAMINADOR
821310;Operador de laminador de barras a frio;OPERADOR DE LAMINADOR DE BARRAS A FRIO
821315;Operador de laminador de barras a quente;OPERADOR DE LAMINADOR DE BARRAS A QUENTE
821320;Operador de laminador de metais não-ferrosos;OPERADOR DE LAMINADOR DE METAIS NAO-FERROSOS
821325;Operador de laminador de tubos;OPERADOR DE LAMINADOR DE TUBOS
831120;Operador de lavagem e depuração de pasta para fabricação de papel;OPERADOR DE LAVAGEM E DEPURACAO DE PASTA PARA FABRICACAO DE PAPEL
722210;Operador de lingotamento;OPERADOR DE LINGOTAMENTO
731175;Operador de linha de montagem (aparelhos elétricos);OPERADOR DE LINHA DE MONTAGEM (APARELHOS ELETRICOS)
731180;Operador de linha de montagem (aparelhos eletrônicos);OPERADOR DE LINHA DE MONTAGEM (APARELHOS ELETRONICOS)
773320;Operador de lixadeira (usinagem de madeira);OPERADOR DE LIXADEIRA (USINAGEM DE MADEIRA)
761240;Operador de maçaroqueira;OPERADOR DE MACAROQUEIRA
721415;Operador de mandriladora com comando numérico;OPERADOR DE MANDRILADORA COM COMANDO NUMERICO
725030;Operador de manutenção e recarga de extintor de incêndio;OPERADOR DE MANUTENCAO E RECARGA DE EXTINTOR DE INCENDIO
842125;Operador de máquina (fabricação de cigarros);OPERADOR DE MAQUINA (FABRICACAO DE CIGARROS)
773405;Operador de máquina bordatriz;OPERADOR DE MAQUINA BORDATRIZ
415130;Operador de máquina copiadora (exceto operador de gráfica rápida);OPERADOR DE MAQUINA COPIADORA (EXCETO OPERADOR DE GRAFICA RAPIDA)
711215;Operador de máquina cortadora (minas e pedreiras);OPERADOR DE MAQUINA CORTADORA (MINAS E PEDREIRAS)
715120;Operador de máquina de abrir valas;OPERADOR DE MAQUINA DE ABRIR VALAS
724505;Operador de máquina de cilindrar chapas;OPERADOR DE MAQUINA DE CILINDRAR CHAPAS
761354;Operador de máquina de cordoalha;OPERADOR DE MAQUINA DE CORDOALHA
833120;Operador de máquina de cortar e dobrar papelão;OPERADOR DE MAQUINA DE CORTAR E DOBRAR PAPELAO
773410;Operador de máquina de cortina d´água (produção de móveis);OPERADOR DE MAQUINA DE CORTINA D´AGUA (PRODUCAO DE MOVEIS)
763320;Operador de máquina de costura de acabamento;OPERADOR DE MAQUINA DE COSTURA DE ACABAMENTO
724510;Operador de máquina de dobrar chapas;OPERADOR DE MAQUINA DE DOBRAR CHAPAS
721205;Operador de máquina de eletroerosão;OPERADOR DE MAQUINA DE ELETROEROSAO
784120;Operador de máquina de envasar líquidos;OPERADOR DE MAQUINA DE ENVASAR LIQUIDOS
784115;Operador de máquina de etiquetar;OPERADOR DE MAQUINA DE ETIQUETAR
711220;Operador de máquina de extração contínua (minas de carvão);OPERADOR DE MAQUINA DE EXTRACAO CONTINUA (MINAS DE CARVAO)
811815;Operador de máquina de fabricação de cosméticos;OPERADOR DE MAQUINA DE FABRICACAO DE COSMETICOS
811820;Operador de máquina de fabricação de produtos de higiene e limpeza (sabão, sabonete, detergente, absorvente, fraldas cotonetes e outros);OPERADOR DE MAQUINA DE FABRICACAO DE PRODUTOS DE HIGIENE E LIMPEZA (SABAO, SABONETE, DETERGENTE, ABSORVENTE, FRALDAS COTONETES E OUTROS)
842210;Operador de máquina de fabricar charutos e cigarrilhas;OPERADOR DE MAQUINA DE FABRICAR CHARUTOS E CIGARRILHAS
832115;Operador de máquina de fabricar papel  (fase úmida);OPERADOR DE MAQUINA DE FABRICAR PAPEL  (FASE UMIDA)
832120;Operador de máquina de fabricar papel (fase seca);OPERADOR DE MAQUINA DE FABRICAR PAPEL (FASE SECA)
832125;Operador de máquina de fabricar papel e papelão;OPERADOR DE MAQUINA DE FABRICAR PAPEL E PAPELAO
722220;Operador de máquina de fundição;OPERADOR DE MAQUINA DE FUNDICAO
761430;Operador de máquina de lavar fios e tecidos;OPERADOR DE MAQUINA DE LAVAR FIOS E TECIDOS
722330;Operador de máquina de moldar automatizada;OPERADOR DE MAQUINA DE MOLDAR AUTOMATIZADA
842135;Operador de máquina de preparação de matéria prima para produção de cigarros;OPERADOR DE MAQUINA DE PREPARACAO DE MATERIA PRIMA PARA PRODUCAO DE CIGARROS
811805;Operador de máquina de produtos farmacêuticos;OPERADOR DE MAQUINA DE PRODUTOS FARMACEUTICOS
831125;Operador de máquina de secar celulose;OPERADOR DE MAQUINA DE SECAR CELULOSE
821110;Operador de máquina de sinterizar;OPERADOR DE MAQUINA DE SINTERIZAR
823240;Operador de máquina de soprar vidro;OPERADOR DE MAQUINA DE SOPRAR VIDRO
773415;Operador de máquina de usinagem de madeira (produção em série);OPERADOR DE MAQUINA DE USINAGEM DE MADEIRA (PRODUCAO EM SERIE)
773325;Operador de máquina de usinagem madeira, em geral;OPERADOR DE MAQUINA DE USINAGEM MADEIRA, EM GERAL
721420;Operador de máquina eletroerosão, à fio, com comando numérico;OPERADOR DE MAQUINA ELETROEROSAO, A FIO, COM COMANDO NUMERICO
823245;Operador de máquina extrusora de varetas e tubos de vidro;OPERADOR DE MAQUINA EXTRUSORA DE VARETAS E TUBOS DE VIDRO
773205;Operador de máquina intercaladora de placas (compensados);OPERADOR DE MAQUINA INTERCALADORA DE PLACAS (COMPENSADOS)
811110;Operador de máquina misturadeira (tratamentos químicos e afins);OPERADOR DE MAQUINA MISTURADEIRA (TRATAMENTOS QUIMICOS E AFINS)
711225;Operador de máquina perfuradora (minas e pedreiras);OPERADOR DE MAQUINA PERFURADORA (MINAS E PEDREIRAS)
711230;Operador de máquina perfuratriz;OPERADOR DE MAQUINA PERFURATRIZ
723230;Operador de máquina recobridora de arame;OPERADOR DE MAQUINA RECOBRIDORA DE ARAME
782120;Operador de máquina rodoferroviária;OPERADOR DE MAQUINA RODOFERROVIARIA
641010;Operador de máquinas de beneficiamento de produtos agrícolas;OPERADOR DE MAQUINAS DE BENEFICIAMENTO DE PRODUTOS AGRICOLAS
715125;Operador de máquinas de construção civil e mineração;OPERADOR DE MAQUINAS DE CONSTRUCAO CIVIL E MINERACAO
841815;Operador de máquinas de fabricação de chocolates e achocolatados;OPERADOR DE MAQUINAS DE FABRICACAO DE CHOCOLATES E ACHOCOLATADOS
841810;Operador de máquinas de fabricação de doces, salgados e massas alimentícias;OPERADOR DE MAQUINAS DE FABRICACAO DE DOCES, SALGADOS E MASSAS ALIMENTICIAS
773510;Operador de máquinas de usinar madeira (cnc);OPERADOR DE MAQUINAS DE USINAR MADEIRA (CNC)
762325;Operador de máquinas do acabamento de couros e peles;OPERADOR DE MAQUINAS DO ACABAMENTO DE COUROS E PELES
991115;Operador de máquinas especiais em conservação de via permanente (trilhos);OPERADOR DE MAQUINAS ESPECIAIS EM CONSERVACAO DE VIA PERMANENTE (TRILHOS)
862150;Operador de máquinas fixas, em geral;OPERADOR DE MAQUINAS FIXAS, EM GERAL
642010;Operador de máquinas florestais estáticas;OPERADOR DE MAQUINAS FLORESTAIS ESTATICAS
721210;Operador de máquinas operatrizes;OPERADOR DE MAQUINAS OPERATRIZES
721215;Operador de máquinas-ferramenta convencionais;OPERADOR DE MAQUINAS-FERRAMENTA CONVENCIONAIS
717010;Operador de martelete;OPERADOR DE MARTELETE
412115;Operador de mensagens de telecomunicações (correios);OPERADOR DE MENSAGENS DE TELECOMUNICACOES (CORREIOS)
373105;Operador de mídia audiovisual;OPERADOR DE MIDIA AUDIOVISUAL
841315;Operador de moenda na fabricação de açúcar;OPERADOR DE MOENDA NA FABRICACAO DE ACUCAR
773330;Operador de molduradora (usinagem de madeira);OPERADOR DE MOLDURADORA (USINAGEM DE MADEIRA)
782125;Operador de monta-cargas (construção civil);OPERADOR DE MONTA-CARGAS (CONSTRUCAO CIVIL)
821330;Operador de montagem de cilindros e mancais;OPERADOR DE MONTAGEM DE CILINDROS E MANCAIS
715130;Operador de motoniveladora;OPERADOR DE MOTONIVELADORA
711235;Operador de motoniveladora (extração de minerais sólidos);OPERADOR DE MOTONIVELADORA (EXTRACAO DE MINERAIS SOLIDOS)
632120;Operador de motosserra;OPERADOR DE MOTOSSERRA
253225;Operador de negócios;OPERADOR DE NEGOCIOS
761245;Operador de open-end;OPERADOR DE OPEN-END
715135;Operador de pá carregadeira;OPERADOR DE PA CARREGADEIRA
811630;Operador de painel de controle;OPERADOR DE PAINEL DE CONTROLE
811505;Operador de painel de controle (refinação de petróleo);OPERADOR DE PAINEL DE CONTROLE (REFINACAO DE PETROLEO)
761250;Operador de passador (fiação);OPERADOR DE PASSADOR (FIACAO)
715140;Operador de pavimentadora (asfalto, concreto e materiais similares);OPERADOR DE PAVIMENTADORA (ASFALTO, CONCRETO E MATERIAIS SIMILARES)
712135;Operador de peneiras hidráulicas;OPERADOR DE PENEIRAS HIDRAULICAS
761255;Operador de penteadeira;OPERADOR DE PENTEADEIRA
773335;Operador de plaina desengrossadeira;OPERADOR DE PLAINA DESENGROSSADEIRA
782130;Operador de ponte rolante;OPERADOR DE PONTE ROLANTE
782135;Operador de pórtico rolante;OPERADOR DE PORTICO ROLANTE
773420;Operador de prensa de alta freqüência na usinagem de madeira;OPERADOR DE PRENSA DE ALTA FREQUENCIA NA USINAGEM DE MADEIRA
833125;Operador de prensa de embutir papelão;OPERADOR DE PRENSA DE EMBUTIR PAPELAO
784125;Operador de prensa de enfardamento;OPERADOR DE PRENSA DE ENFARDAMENTO
519215;Operador de prensa de material reciclável;OPERADOR DE PRENSA DE MATERIAL RECICLAVEL
823250;Operador de prensa de moldar vidro;OPERADOR DE PRENSA DE MOLDAR VIDRO
841460;Operador de preparação de grãos vegetais (óleos e gorduras);OPERADOR DE PREPARACAO DE GRAOS VEGETAIS (OLEOS E GORDURAS)
811635;Operador de preservação e controle térmico;OPERADOR DE PRESERVACAO E CONTROLE TERMICO
813120;Operador de processo (química, petroquímica e afins);OPERADOR DE PROCESSO (QUIMICA, PETROQUIMICA E AFINS)
841115;Operador de processo de moagem;OPERADOR DE PROCESSO DE MOAGEM
766150;Operador de processo de tratamento de imagem;OPERADOR DE PROCESSO DE TRATAMENTO DE IMAGEM
811005;Operador de processos químicos e petroquímicos;OPERADOR DE PROCESSOS QUIMICOS E PETROQUIMICOS
813125;Operador de produção (química, petroquímica e afins);OPERADOR DE PRODUCAO (QUIMICA, PETROQUIMICA E AFINS)
374305;Operador de projetor cinematográfico;OPERADOR DE PROJETOR CINEMATOGRAFICO
861110;Operador de quadro de distribuição de energia elétrica;OPERADOR DE QUADRO DE DISTRIBUICAO DE ENERGIA ELETRICA
422220;Operador de rádio-chamada;OPERADOR DE RADIO-CHAMADA
761435;Operador de rameuse;OPERADOR DE RAMEUSE
342560;Operador de rampa ( transporte aéreo);OPERADOR DE RAMPA ( TRANSPORTE AEREO)
811640;Operador de reator de coque de petróleo;OPERADOR DE REATOR DE COQUE DE PETROLEO
861120;Operador de reator nuclear;OPERADOR DE REATOR NUCLEAR
832135;Operador de rebobinadeira na fabricação de papel e papelão;OPERADOR DE REBOBINADEIRA NA FABRICACAO DE PAPEL E PAPELAO
